GEOID_ZCTA5_20,GEOID_COUNTY_20,NAMELSAD_COUNTY_20,AREALAND_PART
31406,13051,Chatham County,67848547
51630,19145,Page County,67844457
42361,21183,Ohio County,67839039
62551,17115,Macon County,67834781
80601,08001,Adams County,67832387
26151,54013,Calhoun County,67829586
61956,17041,Douglas County,67821750
52236,19095,Iowa County,67813809
30269,13113,Fayette County,67794579
30055,13217,Newton County,67785873
18405,42127,Wayne County,67782128
68324,31131,Otoe County,67777879
95630,06067,Sacramento County,67775774
49825,26003,Alger County,67773216
45387,39057,Greene County,67724097
66013,20121,Miami County,67723214
38564,47087,Jackson County,67678147
16023,42019,Butler County,67665489
24226,51051,Dickenson County,67661719
52001,19061,Dubuque County,67659404
46104,18139,Rush County,67656168
37754,47001,Anderson County,67648994
56239,27083,Lyon County,67648398
47140,18025,Crawford County,67647648
18623,42015,Bradford County,67611836
49070,26005,Allegan County,67599280
17509,42071,Lancaster County,67585946
23091,51097,King and Queen County,67582938
20744,24033,Prince George's County,67575765
45729,39167,Washington County,67570041
61771,17203,Woodford County,67555013
40140,21027,Breckinridge County,67551564
62882,17121,Marion County,67547484
64480,29003,Andrew County,67545169
34758,12097,Osceola County,67537657
17812,42109,Snyder County,67524884
06468,09001,Fairfield County,67522443
61720,17113,McLean County,67517634
35981,01049,DeKalb County,67506064
73764,40073,Kingfisher County,67498625
88072,35013,Doña Ana County,67490996
77338,48201,Harris County,67438933
47989,18107,Montgomery County,67436799
46738,18033,DeKalb County,67435081
95138,06085,Santa Clara County,67431830
23830,51053,Dinwiddie County,67427456
03042,33015,Rockingham County,67408843
16926,42015,Bradford County,67399728
13813,36007,Broome County,67397501
24292,51077,Grayson County,67394247
25501,54043,Lincoln County,67392945
03036,33015,Rockingham County,67381252
20141,51107,Loudoun County,67369583
27521,37085,Harnett County,67361777
60961,17091,Kankakee County,67357341
43107,39045,Fairfield County,67345975
04949,23027,Waldo County,67341147
78577,48215,Hidalgo County,67340767
14471,36069,Ontario County,67339168
15037,42003,Allegheny County,67338713
26169,54107,Wood County,67335453
06783,09005,Litchfield County,67331682
52720,19139,Muscatine County,67318775
46941,18169,Wabash County,67312193
80109,08035,Douglas County,67311248
53585,55127,Walworth County,67305151
50070,19121,Madison County,67301479
03456,33005,Cheshire County,67296295
46819,18003,Allen County,67293227
17229,42057,Fulton County,67279418
19939,10005,Sussex County,67263443
70782,22125,West Feliciana Parish,67261354
52135,19065,Fayette County,67240389
44254,39103,Medina County,67232935
33805,12105,Polk County,67229209
42784,21099,Hart County,67226642
37878,47009,Blount County,67222345
53711,55025,Dane County,67213157
24435,51163,Rockbridge County,67205062
44880,39005,Ashland County,67192186
77616,48457,Tyler County,67191477
51645,19071,Fremont County,67188308
78737,48209,Hays County,67181773
84006,49035,Salt Lake County,67178146
27012,37067,Forsyth County,67177441
26208,54101,Webster County,67176136
72860,05149,Yell County,67176039
27523,37037,Chatham County,67165596
04627,23009,Hancock County,67161838
38058,47167,Tipton County,67155479
24440,51015,Augusta County,67153837
16249,42005,Armstrong County,67150596
20735,24033,Prince George's County,67147631
24374,51197,Wythe County,67145997
87032,35057,Torrance County,67142296
50591,19091,Humboldt County,67138002
06795,09005,Litchfield County,67121311
49026,26159,Van Buren County,67117149
53048,55027,Dodge County,67114637
62684,17167,Sangamon County,67109438
32072,12003,Baker County,67100156
13835,36107,Tioga County,67092582
45766,39009,Athens County,67085217
00735,72037,Ceiba Municipio,67084117
79936,48141,El Paso County,67077757
07838,34041,Warren County,67077576
55017,27059,Isanti County,67067271
50164,19077,Guthrie County,67065657
37931,47093,Knox County,67061071
45146,39027,Clinton County,67060906
62346,17001,Adams County,67055062
00987,72031,Carolina Municipio,67051233
95379,06109,Tuolumne County,67042399
48649,26145,Saginaw County,67041176
30062,13067,Cobb County,67013840
62520,17167,Sangamon County,67013765
34113,12021,Collier County,67013569
61859,17019,Champaign County,67010788
01245,25003,Berkshire County,66996474
23022,51065,Fluvanna County,66994238
78549,48215,Hidalgo County,66985153
15936,42111,Somerset County,66984335
62974,17199,Williamson County,66952736
76681,48349,Navarro County,66938439
37140,47081,Hickman County,66922770
21161,24025,Harford County,66897771
44217,39169,Wayne County,66888933
62964,17153,Pulaski County,66885740
77379,48201,Harris County,66876352
45742,39167,Washington County,66859837
75448,48119,Delta County,66859076
56016,27047,Freeborn County,66852792
66864,20111,Lyon County,66849939
95935,06115,Yuba County,66849308
99353,53005,Benton County,66846067
37178,47083,Houston County,66829279
29682,45077,Pickens County,66827214
27713,37063,Durham County,66822554
24818,54109,Wyoming County,66804697
26753,54057,Mineral County,66794123
96071,06089,Shasta County,66781004
97730,41031,Jefferson County,66773059
14712,36013,Chautauqua County,66758706
36314,01061,Geneva County,66756834
17073,42075,Lebanon County,66755540
32738,12127,Volusia County,66751018
35473,01125,Tuscaloosa County,66745805
28627,37005,Alleghany County,66744363
29065,45039,Fairfield County,66738508
47967,18107,Montgomery County,66730703
08004,34007,Camden County,66713946
81141,08021,Conejos County,66705869
27377,37081,Guilford County,66676870
28469,37019,Brunswick County,66671952
46988,18017,Cass County,66663056
45325,39113,Montgomery County,66661782
99759,02185,North Slope Borough,66660140
98329,53053,Pierce County,66654523
15923,42129,Westmoreland County,66640751
61377,17099,LaSalle County,66639594
46781,18179,Wells County,66634972
27315,37033,Caswell County,66634073
28164,37071,Gaston County,66619727
92372,06071,San Bernardino County,66619178
28073,37045,Cleveland County,66618918
64492,29049,Clinton County,66606087
45324,39057,Greene County,66571273
75705,48423,Smith County,66569151
43952,39081,Jefferson County,66545002
06002,09003,Hartford County,66543989
23405,51131,Northampton County,66533866
97455,41039,Lane County,66531134
41086,21077,Gallatin County,66527006
25311,54039,Kanawha County,66519728
48832,26057,Gratiot County,66517553
67332,20099,Labette County,66508974
52202,19113,Linn County,66508428
64083,29037,Cass County,66507536
62223,17163,St. Clair County,66500527
34275,12115,Sarasota County,66497935
28021,37071,Gaston County,66481544
11743,36103,Suffolk County,66477469
05744,50021,Rutland County,66463484
40997,21121,Knox County,66456723
50622,19017,Bremer County,66434224
32927,12009,Brevard County,66427063
49227,26059,Hillsdale County,66422014
45002,39061,Hamilton County,66411322
40820,21095,Harlan County,66410084
76135,48439,Tarrant County,66402754
44491,39155,Trumbull County,66395660
16134,42039,Crawford County,66386519
97146,41007,Clatsop County,66385081
92270,06065,Riverside County,66369643
26374,54077,Preston County,66367764
17961,42107,Schuylkill County,66364405
97534,41033,Josephine County,66364377
88330,35035,Otero County,66354458
56355,27041,Douglas County,66351946
24599,51029,Buckingham County,66334219
06339,09011,New London County,66308006
46785,18033,DeKalb County,66300395
37391,47139,Polk County,66285849
60491,17197,Will County,66277347
06374,09015,Windham County,66276378
85757,04019,Pima County,66276212
07456,34031,Passaic County,66273571
42028,21139,Livingston County,66253627
39232,28121,Rankin County,66253252
16105,42073,Lawrence County,66241640
77441,48157,Fort Bend County,66236293
17045,42099,Perry County,66233907
70581,22053,Jefferson Davis Parish,66228642
62860,17055,Franklin County,66227252
54826,55095,Polk County,66222716
16402,42123,Warren County,66202960
61484,17057,Fulton County,66196768
21626,24019,Dorchester County,66194984
37076,47037,Davidson County,66191267
50169,19153,Polk County,66186651
49820,26097,Mackinac County,66183243
07438,34027,Morris County,66175255
44814,39043,Erie County,66164932
44050,39093,Lorain County,66150959
30641,13297,Walton County,66146033
19975,10005,Sussex County,66138389
32445,12063,Jackson County,66121500
43462,39173,Wood County,66121349
32181,12107,Putnam County,66120084
82640,56019,Johnson County,66104655
14803,36003,Allegany County,66093791
18067,42095,Northampton County,66081820
71243,22041,Franklin Parish,66077332
07727,34025,Monmouth County,66049583
46163,18059,Hancock County,66034073
16647,42061,Huntingdon County,66031437
32159,12069,Lake County,66029215
05072,50017,Orange County,66027975
78589,48215,Hidalgo County,66019928
12538,36027,Dutchess County,66013575
08807,34035,Somerset County,65995258
20155,51153,Prince William County,65980999
54141,55083,Oconto County,65975063
06037,09003,Hartford County,65964529
44826,39077,Huron County,65961742
14740,36013,Chautauqua County,65951282
54979,55039,Fond du Lac County,65942832
72865,05083,Logan County,65933793
33438,12085,Martin County,65923539
41015,21117,Kenton County,65911630
35806,01089,Madison County,65911510
07930,34027,Morris County,65897838
65047,29131,Miller County,65895573
54246,55029,Door County,65889386
49050,26015,Barry County,65878190
19464,42091,Montgomery County,65873691
77533,48291,Liberty County,65873406
01026,25015,Hampshire County,65866101
23894,51053,Dinwiddie County,65842645
95429,06045,Mendocino County,65823128
35098,01043,Cullman County,65814391
61362,17011,Bureau County,65807296
52164,19065,Fayette County,65803704
30527,13139,Hall County,65803162
03055,33011,Hillsborough County,65799680
07430,34003,Bergen County,65788596
01011,25013,Hampden County,65787134
32778,12069,Lake County,65779813
42753,21001,Adair County,65765905
12914,36033,Franklin County,65754195
27283,37081,Guilford County,65747658
46057,18023,Clinton County,65741507
97452,41039,Lane County,65741279
70817,22033,East Baton Rouge Parish,65732230
11933,36103,Suffolk County,65730167
74107,40143,Tulsa County,65725633
16116,42073,Lawrence County,65712581
50066,19049,Dallas County,65689689
55784,27061,Itasca County,65678144
22066,51059,Fairfax County,65661988
01301,25011,Franklin County,65652497
46032,18057,Hamilton County,65649398
03032,33015,Rockingham County,65648524
62682,17125,Mason County,65642871
46368,18127,Porter County,65615294
84774,49053,Washington County,65592390
61449,17175,Stark County,65592221
71964,05051,Garland County,65590253
49415,26121,Muskegon County,65580734
34654,12101,Pasco County,65574396
46794,18113,Noble County,65572355
81615,08097,Pitkin County,65559117
28386,37155,Robeson County,65556147
29223,45079,Richland County,65554005
42040,21083,Graves County,65552106
44611,39075,Holmes County,65551246
16059,42019,Butler County,65506880
14487,36051,Livingston County,65502651
85551,04009,Graham County,65500224
70807,22033,East Baton Rouge Parish,65491829
30619,13221,Oglethorpe County,65486669
23146,51085,Hanover County,65483647
35630,01077,Lauderdale County,65473587
93601,06039,Madera County,65467848
33972,12071,Lee County,65458733
48906,26037,Clinton County,65450816
96701,15003,Honolulu County,65448977
75241,48113,Dallas County,65440215
10598,36119,Westchester County,65435104
95689,06005,Amador County,65434307
61087,17085,Jo Daviess County,65430653
78012,48013,Atascosa County,65416890
45334,39149,Shelby County,65388842
37690,47179,Washington County,65384775
30256,13231,Pike County,65368257
74936,40135,Sequoyah County,65363473
38328,47077,Henderson County,65358167
42635,21147,McCreary County,65351656
37731,47073,Hawkins County,65344147
37189,47037,Davidson County,65343011
28683,37171,Surry County,65280197
48604,26145,Saginaw County,65279593
47116,18025,Crawford County,65258791
42083,21139,Livingston County,65256319
68975,31035,Clay County,65246319
37419,47115,Marion County,65236635
58355,38019,Cavalier County,65225619
77590,48167,Galveston County,65224716
37769,47001,Anderson County,65224651
92679,06059,Orange County,65206633
18947,42017,Bucks County,65204867
46342,18089,Lake County,65197948
54922,55087,Outagamie County,65161364
62253,17005,Bond County,65158777
60451,17197,Will County,65156057
23898,51093,Isle of Wight County,65155754
99632,02158,Kusilvak Census Area,65153947
30622,13219,Oconee County,65133857
50433,19033,Cerro Gordo County,65124607
17078,42075,Lebanon County,65124293
14543,36055,Monroe County,65116293
05832,50005,Caledonia County,65108139
22488,51193,Westmoreland County,65101466
63012,29099,Jefferson County,65100518
38541,47133,Overton County,65098056
16159,42085,Mercer County,65089370
47336,18075,Jay County,65087910
41557,21195,Pike County,65086477
47357,18177,Wayne County,65066415
46741,18003,Allen County,65022045
60014,17111,McHenry County,65016169
66094,20013,Brown County,65012008
48451,26049,Genesee County,65010777
19063,42045,Delaware County,65006866
30909,13245,Richmond County,65000467
28137,37167,Stanly County,64980419
37601,47179,Washington County,64979532
24095,51019,Bedford County,64963379
07823,34041,Warren County,64944637
94539,06001,Alameda County,64943554
56129,27105,Nobles County,64942124
30548,13157,Jackson County,64927422
71029,22017,Caddo Parish,64905608
27553,37185,Warren County,64903415
27244,37001,Alamance County,64900524
30510,13011,Banks County,64882028
19534,42011,Berks County,64876123
76903,48451,Tom Green County,64864296
30075,13121,Fulton County,64858580
17360,42133,York County,64857976
68458,31067,Gage County,64825306
80007,08059,Jefferson County,64821552
58244,38035,Grand Forks County,64814915
24312,51035,Carroll County,64806881
37737,47009,Blount County,64779700
97149,41057,Tillamook County,64773460
68747,31139,Pierce County,64769816
22718,51047,Culpeper County,64754494
01566,25027,Worcester County,64727988
04474,23019,Penobscot County,64726301
44235,39103,Medina County,64722460
83404,16019,Bonneville County,64708540
95442,06097,Sonoma County,64692366
49322,26117,Montcalm County,64676537
46055,18059,Hancock County,64654627
78260,48029,Bexar County,64645116
84633,49049,Utah County,64633393
43081,39049,Franklin County,64622996
44280,39103,Medina County,64619373
54171,55083,Oconto County,64617669
46374,18149,Starke County,64615988
47525,18123,Perry County,64604257
78724,48453,Travis County,64595879
68123,31153,Sarpy County,64586601
33884,12105,Polk County,64582952
16863,42033,Clearfield County,64568896
52765,19163,Scott County,64563940
97303,41047,Marion County,64549913
62942,17077,Jackson County,64523401
35975,01049,DeKalb County,64498600
75035,48085,Collin County,64494015
89115,32003,Clark County,64485808
31820,13215,Muscogee County,64469009
45715,39115,Morgan County,64462474
46974,18169,Wabash County,64460753
35210,01073,Jefferson County,64451809
41092,21015,Boone County,64438241
77396,48201,Harris County,64435906
55042,27163,Washington County,64433449
63443,29137,Monroe County,64424532
25033,54079,Putnam County,64419850
44720,39151,Stark County,64418346
49098,26021,Berrien County,64416804
16362,42121,Venango County,64412274
05873,50005,Caledonia County,64409466
27305,37033,Caswell County,64396121
41568,21195,Pike County,64395477
95014,06085,Santa Clara County,64388215
14139,36029,Erie County,64377258
30753,13055,Chattooga County,64359668
84312,49003,Box Elder County,64350566
42048,21157,Marshall County,64347536
03079,33015,Rockingham County,64347517
72623,05005,Baxter County,64346722
06385,09011,New London County,64338792
95618,06113,Yolo County,64337616
71956,05051,Garland County,64336698
15026,42007,Beaver County,64332837
30044,13135,Gwinnett County,64311931
29605,45045,Greenville County,64310478
14108,36063,Niagara County,64296147
74012,40143,Tulsa County,64292102
55084,27025,Chisago County,64284815
60071,17111,McHenry County,64280025
15677,42129,Westmoreland County,64273884
35214,01073,Jefferson County,64265962
14008,36063,Niagara County,64258332
43451,39173,Wood County,64233681
83806,16057,Latah County,64217117
02832,44009,Washington County,64213176
68304,31025,Cass County,64194798
31832,13307,Webster County,64193753
32920,12009,Brevard County,64188799
25130,54005,Boone County,64170425
60968,17075,Iroquois County,64167938
13143,36117,Wayne County,64165709
54964,55139,Winnebago County,64129171
94514,06013,Contra Costa County,64112592
55369,27053,Hennepin County,64110180
02767,25005,Bristol County,64105034
53091,55027,Dodge County,64090029
04289,23017,Oxford County,64074713
08701,34029,Ocean County,64065997
46809,18003,Allen County,64055278
52753,19163,Scott County,64049302
38333,47005,Benton County,64045904
65501,29065,Dent County,64044855
96717,15003,Honolulu County,64043991
62518,17107,Logan County,64039513
15551,42111,Somerset County,64033869
35647,01083,Limestone County,64019117
43780,39059,Guernsey County,64017833
46960,18131,Pulaski County,64002226
68934,31129,Nuckolls County,64000483
14081,36029,Erie County,63995108
40863,21095,Harlan County,63985979
40390,21113,Jessamine County,63975173
52309,19097,Jackson County,63971975
05757,50021,Rutland County,63954850
04434,23019,Penobscot County,63952336
36054,01051,Elmore County,63940305
48818,26117,Montcalm County,63927893
56330,27095,Mille Lacs County,63923170
49444,26121,Muskegon County,63901307
67226,20173,Sedgwick County,63894899
41083,21041,Carroll County,63872471
99612,02013,Aleutians East Borough,63867561
06078,09003,Hartford County,63866426
28679,37189,Watauga County,63851511
68444,31059,Fillmore County,63850924
05758,50021,Rutland County,63847735
41821,21133,Letcher County,63847113
25164,54015,Clay County,63810903
13318,36065,Oneida County,63806677
22437,51097,King and Queen County,63805621
34952,12111,St. Lucie County,63800943
83605,16027,Canyon County,63786428
31302,13051,Chatham County,63781576
33936,12051,Hendry County,63780211
15724,42063,Indiana County,63757560
78108,48187,Guadalupe County,63757278
99016,53063,Spokane County,63751084
69036,31145,Red Willow County,63744817
22716,51157,Rappahannock County,63739022
48732,26017,Bay County,63738973
04438,23027,Waldo County,63737472
38390,47017,Carroll County,63725556
30122,13097,Douglas County,63641274
01367,25011,Franklin County,63640770
49052,26077,Kalamazoo County,63632705
14054,36037,Genesee County,63626433
21711,24043,Washington County,63619385
16871,42035,Clinton County,63617689
17602,42071,Lancaster County,63617196
48857,26155,Shiawassee County,63608703
78613,48491,Williamson County,63574364
38966,28135,Tallahatchie County,63566710
78125,48025,Bee County,63559136
18419,42131,Wyoming County,63551798
12960,36031,Essex County,63543556
05742,50021,Rutland County,63527456
25019,54015,Clay County,63525300
35741,01089,Madison County,63518997
73841,40045,Ellis County,63513693
92327,06071,San Bernardino County,63480184
01440,25027,Worcester County,63474669
56455,27035,Crow Wing County,63467709
64421,29003,Andrew County,63464905
44413,39029,Columbiana County,63459065
29712,45023,Chester County,63456304
51108,19149,Plymouth County,63448919
42368,21091,Hancock County,63441764
44473,39155,Trumbull County,63441729
70364,22109,Terrebonne Parish,63439792
14040,36037,Genesee County,63431219
37663,47163,Sullivan County,63412749
13034,36011,Cayuga County,63410099
03263,33013,Merrimack County,63401706
61243,17195,Whiteside County,63395210
27880,37195,Wilson County,63389276
75153,48349,Navarro County,63380438
14568,36117,Wayne County,63367591
27606,37183,Wake County,63363353
15905,42021,Cambria County,63343638
96913,66010,Guam,63339523
29170,45063,Lexington County,63329793
06001,09003,Hartford County,63323447
44645,39169,Wayne County,63319438
27314,37033,Caswell County,63291749
15940,42021,Cambria County,63288247
13796,36077,Otsego County,63273669
47164,18061,Harrison County,63261830
01776,25017,Middlesex County,63216192
66044,20045,Douglas County,63210795
50629,19019,Buchanan County,63186763
49053,26077,Kalamazoo County,63177180
45863,39161,Van Wert County,63159016
17866,42097,Northumberland County,63154793
03832,33003,Carroll County,63149701
49255,26023,Branch County,63144311
96029,06103,Tehama County,63141302
28439,37047,Columbus County,63136466
46065,18023,Clinton County,63123969
70030,22089,St. Charles Parish,63121690
26384,54021,Gilmer County,63117928
21875,24045,Wicomico County,63109255
02535,25007,Dukes County,63107703
52573,19177,Van Buren County,63102310
96756,15007,Kauai County,63100364
66026,20121,Miami County,63096767
28464,37061,Duplin County,63078522
13155,36017,Chenango County,63073860
16102,42073,Lawrence County,63049922
52727,19045,Clinton County,63043218
31602,13185,Lowndes County,63041513
17304,42001,Adams County,63030596
34951,12111,St. Lucie County,63013247
28584,37031,Carteret County,63007806
65541,29065,Dent County,63006628
05482,50007,Chittenden County,63003345
05778,50001,Addison County,62997485
19473,42091,Montgomery County,62976539
34465,12017,Citrus County,62974603
65584,29169,Pulaski County,62962702
13031,36067,Onondaga County,62961321
83812,16079,Shoshone County,62953623
14136,36013,Chautauqua County,62953213
26060,54069,Ohio County,62953166
27019,37169,Stokes County,62949369
70508,22055,Lafayette Parish,62945388
25502,54053,Mason County,62940413
22538,51033,Caroline County,62937550
04676,23009,Hancock County,62935627
29609,45045,Greenville County,62930326
04360,23011,Kennebec County,62929786
50681,19065,Fayette County,62918900
32976,12009,Brevard County,62912612
05841,50019,Orleans County,62903327
44627,39075,Holmes County,62890289
56450,27035,Crow Wing County,62887143
44272,39133,Portage County,62874118
08081,34007,Camden County,62843960
70583,22055,Lafayette Parish,62843447
41332,21175,Morgan County,62839933
68728,31051,Dixon County,62831036
92880,06065,Riverside County,62819675
22736,51047,Culpeper County,62816714
84040,49011,Davis County,62802082
42020,21035,Calloway County,62785971
43416,39123,Ottawa County,62784829
61772,17113,McLean County,62783800
24467,51015,Augusta County,62774895
76245,48181,Grayson County,62774563
28401,37129,New Hanover County,62770115
27265,37081,Guilford County,62764317
72661,05089,Marion County,62738995
25239,54035,Jackson County,62732410
17066,42061,Huntingdon County,62723101
72026,05001,Arkansas County,62722369
77867,48395,Robertson County,62716930
38680,28033,DeSoto County,62714483
06441,09007,Middlesex County,62698370
51231,19141,O'Brien County,62698286
43148,39045,Fairfield County,62689985
77049,48201,Harris County,62679280
21152,24005,Baltimore County,62675600
43903,39019,Carroll County,62673407
66085,20091,Johnson County,62653114
62666,17107,Logan County,62651785
22738,51113,Madison County,62647797
62293,17027,Clinton County,62619067
54769,55091,Pepin County,62609598
61830,17147,Piatt County,62589133
12553,36071,Orange County,62589085
55073,27163,Washington County,62582136
65788,29091,Howell County,62581206
06242,09015,Windham County,62571877
59082,30067,Park County,62571686
53013,55117,Sheboygan County,62563493
26325,54085,Ritchie County,62560572
97347,41071,Yamhill County,62557799
62901,17077,Jackson County,62555397
28277,37119,Mecklenburg County,62545523
21631,24019,Dorchester County,62534388
14034,36029,Erie County,62525432
13071,36011,Cayuga County,62522254
25646,54045,Logan County,62509416
49085,26021,Berrien County,62503049
13110,36067,Onondaga County,62488856
18829,42015,Bradford County,62487960
01742,25017,Middlesex County,62482814
11746,36103,Suffolk County,62456506
72751,05007,Benton County,62434045
22969,51125,Nelson County,62426516
00773,72089,Luquillo Municipio,62418898
44632,39151,Stark County,62405474
44039,39093,Lorain County,62398317
28759,37089,Henderson County,62396809
48808,26037,Clinton County,62386153
71075,22119,Webster Parish,62378735
50021,19153,Polk County,62364676
78665,48491,Williamson County,62358544
37860,47063,Hamblen County,62337817
34420,12083,Marion County,62324628
45877,39137,Putnam County,62324001
27263,37151,Randolph County,62303303
52660,19057,Des Moines County,62294213
45340,39149,Shelby County,62293773
53177,55101,Racine County,62290869
15237,42003,Allegheny County,62290423
21030,24005,Baltimore County,62288851
08857,34023,Middlesex County,62284262
36263,01111,Randolph County,62269691
15938,42021,Cambria County,62268173
77369,48291,Liberty County,62265964
56173,27133,Rock County,62256599
03243,33013,Merrimack County,62250186
24350,51197,Wythe County,62243720
72536,05065,Izard County,62242194
14145,36121,Wyoming County,62240743
49650,26019,Benzie County,62236449
29039,45075,Orangeburg County,62198435
48861,26045,Eaton County,62197953
22640,51157,Rappahannock County,62193640
17033,42043,Dauphin County,62163498
20736,24009,Calvert County,62161663
74081,40117,Pawnee County,62158159
95417,06045,Mendocino County,62157226
13368,36049,Lewis County,62155216
99352,53005,Benton County,62149674
41649,21071,Floyd County,62141559
47429,18105,Monroe County,62133844
30538,13257,Stephens County,62130280
89826,32007,Elko County,62129298
05862,50005,Caledonia County,62124741
42280,21219,Todd County,62124094
06370,09011,New London County,62121634
30805,13245,Richmond County,62118618
55977,27099,Mower County,62102034
93625,06019,Fresno County,62091637
26590,54061,Monongalia County,62081955
70759,22077,Pointe Coupee Parish,62062425
18628,42113,Sullivan County,62061886
56063,27013,Blue Earth County,62054941
63025,29189,St. Louis County,62037716
18334,42089,Monroe County,62036324
51501,19155,Pottawattamie County,62021233
98670,53039,Klickitat County,62018586
62522,17115,Macon County,62011630
84657,49041,Sevier County,61997997
81506,08077,Mesa County,61992187
99354,53005,Benton County,61986161
38226,47183,Weakley County,61959923
54425,55019,Clark County,61951674
78595,48215,Hidalgo County,61946358
14032,36029,Erie County,61938699
01240,25003,Berkshire County,61935523
83841,16017,Bonner County,61916699
46241,18097,Marion County,61905498
24503,51019,Bedford County,61903424
37171,47125,Montgomery County,61900781
13795,36007,Broome County,61896895
62712,17167,Sangamon County,61880534
27127,37067,Forsyth County,61876045
15690,42005,Armstrong County,61874055
35172,01009,Blount County,61873578
87038,35006,Cibola County,61854622
61466,17131,Mercer County,61854297
45867,39063,Hancock County,61842281
80913,08041,El Paso County,61841348
29172,45063,Lexington County,61841102
07470,34031,Passaic County,61838072
05829,50019,Orleans County,61813147
43772,39121,Noble County,61809898
77951,48469,Victoria County,61808072
91361,06111,Ventura County,61805776
16117,42073,Lawrence County,61802792
30039,13135,Gwinnett County,61792770
12494,36111,Ulster County,61785799
74011,40143,Tulsa County,61770720
31907,13215,Muscogee County,61766827
48350,26125,Oakland County,61766453
65232,29007,Audrain County,61752124
45148,39027,Clinton County,61744766
80929,08041,El Paso County,61736939
85713,04019,Pima County,61726947
62976,17153,Pulaski County,61717569
20109,51153,Prince William County,61711986
34953,12111,St. Lucie County,61710790
27560,37183,Wake County,61702571
04658,23029,Washington County,61675504
90272,06037,Los Angeles County,61670603
55020,27139,Scott County,61664641
23919,51117,Mecklenburg County,61647716
36376,01069,Houston County,61644438
95709,06017,El Dorado County,61627490
99622,02050,Bethel Census Area,61624060
05650,50023,Washington County,61620046
10541,36079,Putnam County,61604176
47519,18027,Daviess County,61600813
03455,33005,Cheshire County,61591886
97042,41005,Clackamas County,61577326
47175,18025,Crawford County,61573359
03801,33015,Rockingham County,61563639
48189,26161,Washtenaw County,61558013
33541,12101,Pasco County,61553162
77428,48321,Matagorda County,61549843
60549,17099,LaSalle County,61541531
05151,50027,Windsor County,61540646
77373,48201,Harris County,61539593
21084,24025,Harford County,61536856
23106,51101,King William County,61536344
12586,36071,Orange County,61521456
08721,34029,Ocean County,61511221
64459,29003,Andrew County,61510531
13904,36007,Broome County,61505736
67120,20191,Sumner County,61488576
27896,37195,Wilson County,61482755
45836,39065,Hardin County,61482038
12484,36111,Ulster County,61459004
12022,36083,Rensselaer County,61456984
76052,48439,Tarrant County,61455242
26562,54103,Wetzel County,61433605
61417,17187,Warren County,61425587
36722,01131,Wilcox County,61422804
22435,51133,Northumberland County,61422200
55012,27025,Chisago County,61417411
24413,51091,Highland County,61415693
85737,04019,Pima County,61396653
40328,21155,Marion County,61394089
02332,25023,Plymouth County,61385528
76452,48093,Comanche County,61384994
36203,01015,Calhoun County,61373464
61725,17203,Woodford County,61369818
16051,42019,Butler County,61367154
50131,19153,Polk County,61357399
33566,12057,Hillsborough County,61316346
30022,13121,Fulton County,61314632
47334,18035,Delaware County,61313048
77566,48039,Brazoria County,61309699
47926,18181,White County,61302955
24064,51019,Bedford County,61295112
27355,37151,Randolph County,61292546
01431,25017,Middlesex County,61289600
83261,16007,Bear Lake County,61285631
36470,01099,Monroe County,61284743
38355,47113,Madison County,61279124
06422,09007,Middlesex County,61276967
74452,40021,Cherokee County,61265557
31037,13271,Telfair County,61261536
79912,48141,El Paso County,61254228
23831,51041,Chesterfield County,61247248
44824,39043,Erie County,61237635
26716,54077,Preston County,61235060
13135,36075,Oswego County,61226328
85718,04019,Pima County,61225148
42565,21045,Casey County,61223204
38128,47157,Shelby County,61222225
24430,51015,Augusta County,61208345
16229,42005,Armstrong County,61204548
72103,05125,Saline County,61201968
75056,48121,Denton County,61201261
31638,13027,Brooks County,61195927
30170,13045,Carroll County,61189423
44286,39153,Summit County,61177231
42044,21157,Marshall County,61175469
46049,18159,Tipton County,61170581
48180,26163,Wayne County,61165856
22039,51059,Fairfax County,61164798
27592,37183,Wake County,61154682
12955,36019,Clinton County,61145906
61488,17095,Knox County,61136363
70654,22003,Allen Parish,61130937
68461,31109,Lancaster County,61129490
08501,34025,Monmouth County,61129259
21904,24015,Cecil County,61124908
49253,26091,Lenawee County,61123248
12525,36111,Ulster County,61119400
01921,25009,Essex County,61109617
17316,42001,Adams County,61109078
50001,19181,Warren County,61103508
62311,17067,Hancock County,61103069
75556,48067,Cass County,61102944
61274,17073,Henry County,61085409
03810,33001,Belknap County,61076037
28673,37035,Catawba County,61069710
25632,54045,Logan County,61060882
15311,42125,Washington County,61054283
32244,12031,Duval County,61053746
32141,12127,Volusia County,61052064
51037,19035,Cherokee County,61048236
53961,55111,Sauk County,61048158
17086,42109,Snyder County,61041318
61814,17183,Vermilion County,61041063
63350,29139,Montgomery County,61038240
15050,42007,Beaver County,61035377
13039,36067,Onondaga County,61024673
46760,18113,Noble County,61023488
71630,05041,Desha County,61016751
32757,12069,Lake County,61014144
12748,36105,Sullivan County,61013508
51230,19119,Lyon County,60995980
80840,08041,El Paso County,60991519
12154,36083,Rensselaer County,60989670
28405,37129,New Hanover County,60979320
10901,36087,Rockland County,60975142
17980,42043,Dauphin County,60949777
45140,39025,Clermont County,60948647
54465,55041,Forest County,60948042
76676,48217,Hill County,60935417
